soil_moisture,temperature,humidity,forecast_minutes,hour,day_of_week,is_daytime,is_hot_hours,moisture_change_rate,moisture_rolling_6,temp_rolling_6,needs_watering_soon
76.09,30.0,35.01,0,13,0,1,1,-5.519999999999982,79.505,29.808333333333334,0
74.71,30.09,34.79,0,13,0,1,1,-5.520000000000039,78.14333333333333,29.89,0
76.71,25.98,75.06,0,14,0,1,1,8.0,77.33666666666667,29.28,0
80.66,25.89,75.28,0,14,0,1,1,15.800000000000011,77.41333333333333,28.62333333333333,0
84.16,25.95,75.13,0,14,0,1,1,14.0,78.3,27.965000000000003,0
85.16,25.89,75.27,0,14,0,1,1,4.0,79.58166666666666,27.3,0
87.31,25.72,75.7,0,15,0,1,1,8.600000000000023,81.45166666666667,26.58666666666667,0
88.96,25.69,75.78,0,15,0,1,1,6.599999999999966,83.82666666666667,25.85333333333333,0
90.71,25.61,75.99,0,15,0,1,1,7.0,86.15999999999998,25.791666666666668,0
92.96,25.47,76.33,0,15,0,1,1,9.0,88.21,25.721666666666668,0
96.36,25.18,77.06,0,16,0,1,1,13.600000000000025,90.24333333333333,25.59333333333333,0
99.66,25.1,77.24,0,16,0,1,1,13.199999999999989,92.66,25.46166666666667,0
100.0,24.91,77.73,0,16,0,1,1,1.3600000000000136,94.775,25.326666666666668,0
100.0,24.61,78.48,0,16,0,1,1,0.0,96.615,25.146666666666665,0
100.0,24.42,78.94,0,17,0,1,0,0.0,98.16333333333334,24.94833333333333,0
100.0,24.12,79.7,0,17,0,1,0,0.0,99.33666666666666,24.723333333333333,0
100.0,23.87,80.34,0,17,0,1,0,0.0,99.94333333333331,24.505,0
100.0,23.59,81.02,0,17,0,1,0,0.0,100.0,24.25333333333333,0
98.94,27.36,41.6,0,18,0,1,0,-4.240000000000009,99.82333333333334,24.661666666666665,0
100.0,23.16,82.1,0,18,0,1,0,4.240000000000009,99.82333333333334,24.42,0
100.0,22.88,82.81,0,18,0,1,0,0.0,99.82333333333334,24.163333333333338,0
100.0,22.5,83.74,0,18,0,1,0,0.0,99.82333333333334,23.89333333333333,0
100.0,22.21,84.49,0,19,0,0,0,0.0,99.82333333333334,23.616666666666664,0
100.0,21.84,85.41,0,19,0,0,0,0.0,99.82333333333334,23.325,0
100.0,21.58,86.04,0,19,0,0,0,0.0,100.0,22.361666666666665,0
100.0,21.27,86.84,0,19,0,0,0,0.0,100.0,22.046666666666667,0
100.0,20.77,88.08,0,20,0,0,0,0.0,100.0,21.695000000000004,0
100.0,20.53,88.67,0,20,0,0,0,0.0,100.0,21.366666666666664,0
100.0,20.25,89.39,0,20,0,0,0,0.0,100.0,21.04,0
100.0,19.95,90.14,0,20,0,0,0,0.0,100.0,20.725,0
100.0,19.66,90.86,0,21,0,0,0,0.0,100.0,20.405,0
99.31,23.26,51.84,0,21,0,0,0,-2.759999999999991,99.885,20.736666666666668,0
100.0,18.95,92.62,0,21,0,0,0,2.759999999999991,99.885,20.433333333333334,0
100.0,18.7,93.26,0,21,0,0,0,0.0,99.885,20.12833333333333,0
100.0,18.29,94.26,0,22,0,0,0,0.0,99.885,19.801666666666662,0
100.0,18.08,94.8,0,22,0,0,0,0.0,99.885,19.49,0
100.0,17.84,95.41,0,22,0,0,0,0.0,99.885,19.186666666666667,0
100.0,17.64,95.89,0,22,0,0,0,0.0,100.0,18.25,0
100.0,17.33,96.66,0,23,0,0,0,0.0,100.0,17.98,0
100.0,17.23,96.93,0,23,0,0,0,0.0,100.0,17.735,0
100.0,17.02,97.45,0,23,0,0,0,0.0,100.0,17.52333333333333,0
100.0,16.69,98.27,0,23,0,0,0,0.0,100.0,17.291666666666668,0
100.0,16.61,98.47,0,0,1,0,0,0.0,100.0,17.086666666666666,0
100.0,16.47,98.83,0,0,1,0,0,0.0,100.0,16.891666666666666,0
100.0,16.33,99.17,0,0,1,0,0,0.0,100.0,16.725,0
100.0,16.29,99.27,0,0,1,0,0,0.0,100.0,16.56833333333333,0
100.0,16.14,99.65,0,1,1,0,0,0.0,100.0,16.421666666666663,0
100.0,16.1,99.75,0,1,1,0,0,0.0,100.0,16.323333333333334,0
99.53,20.12,59.7,57,1,1,0,0,-1.879999999999996,99.92166666666668,16.90833333333333,0
99.06,19.97,60.06,0,1,1,0,0,-1.879999999999996,99.765,17.491666666666664,0
98.59,19.93,60.18,0,2,1,0,0,-1.879999999999996,99.53000000000002,18.091666666666665,0
98.12,19.96,60.11,0,2,1,0,0,-1.879999999999996,99.21666666666668,18.703333333333333,0
97.65,19.99,60.04,0,2,1,0,0,-1.879999999999996,98.825,19.345,0
97.18,20.11,59.74,0,2,1,0,0,-1.879999999999996,98.355,20.01333333333333,0
96.7,20.15,59.63,0,3,1,0,0,-1.920000000000016,97.88333333333333,20.01833333333333,0
96.21,20.35,59.13,0,3,1,0,0,-1.9600000000000364,97.40833333333336,20.081666666666667,0
97.71,16.51,98.74,0,3,1,0,0,6.0,97.26166666666668,19.511666666666667,0
99.06,16.61,98.48,0,3,1,0,0,5.400000000000034,97.41833333333334,18.953333333333333,0
100.0,16.74,98.14,0,4,1,0,0,3.759999999999991,97.81,18.411666666666665,0
100.0,16.83,97.92,0,4,1,0,0,0.0,98.28,17.865,0
100.0,17.08,97.3,0,4,1,0,0,0.0,98.83,17.353333333333335,0
100.0,17.31,96.71,0,4,1,0,0,0.0,99.46166666666666,16.846666666666664,0
100.0,17.58,96.04,0,5,1,0,0,0.0,99.84333333333332,17.025000000000002,0
100.0,17.72,95.7,0,5,1,0,0,0.0,100.0,17.209999999999997,0
100.0,18.02,94.94,0,5,1,0,0,0.0,100.0,17.423333333333332,0
100.0,18.27,94.32,0,5,1,0,0,0.0,100.0,17.66333333333333,0
100.0,18.54,93.66,0,6,1,1,0,0.0,100.0,17.906666666666666,0
100.0,18.91,92.72,0,6,1,1,0,0.0,100.0,18.17333333333333,0
99.32,23.12,52.2,0,6,1,1,0,-2.720000000000028,99.88666666666668,19.096666666666668,0
98.61,23.5,51.26,0,6,1,1,0,-2.839999999999975,99.65500000000002,20.06,0
97.88,23.8,50.5,0,7,1,1,0,-2.920000000000016,99.30166666666668,21.023333333333333,0
97.12,24.12,49.7,0,7,1,1,0,-3.039999999999964,98.82166666666669,21.99833333333333,0
96.33,24.45,48.89,0,7,1,1,0,-3.160000000000025,98.21,22.98333333333333,0
95.52,24.81,47.97,0,7,1,1,0,-3.240000000000009,97.46333333333332,23.96666666666667,0
94.68,25.13,47.17,0,8,1,1,0,-3.359999999999957,96.69,24.301666666666662,0
93.8,25.49,46.28,0,8,1,1,0,-3.5200000000000387,95.88833333333334,24.63333333333333,0
92.9,25.74,45.65,0,8,1,1,0,-3.599999999999966,95.05833333333334,24.956666666666663,0
91.97,26.02,44.95,0,8,1,1,0,-3.7200000000000273,94.2,25.27333333333333,0
91.0,26.5,43.74,0,9,1,1,0,-3.879999999999996,93.31166666666668,25.615,0
90.01,26.8,43.01,0,9,1,1,0,-3.95999999999998,92.39333333333332,25.94666666666667,0
88.98,27.06,42.34,0,9,1,1,0,-4.1200000000000045,91.44333333333331,26.26833333333333,0
91.38,23.4,81.51,0,9,1,1,0,9.599999999999966,91.04,25.92,0
95.13,23.71,80.73,0,10,1,1,1,15.0,91.41166666666668,25.581666666666667,0
97.33,23.92,80.21,0,10,1,1,1,8.800000000000011,92.305,25.231666666666666,0
100.0,24.14,79.66,0,10,1,1,1,10.680000000000009,93.805,24.83833333333333,0
100.0,24.3,79.26,0,10,1,1,1,0.0,95.46999999999998,24.421666666666667,0
100.0,24.73,78.19,0,11,1,1,1,0.0,97.30666666666666,24.03333333333333,0
100.0,24.92,77.71,0,11,1,1,1,0.0,98.74333333333333,24.286666666666665,0
100.0,25.07,77.34,0,11,1,1,1,0.0,99.555,24.51333333333333,0
100.0,25.23,76.94,0,11,1,1,1,0.0,100.0,24.73166666666667,0
100.0,25.37,76.57,0,12,1,1,1,0.0,100.0,24.936666666666667,0
100.0,25.58,76.06,0,12,1,1,1,0.0,100.0,25.15,0
100.0,25.71,75.73,0,12,1,1,1,0.0,100.0,25.313333333333333,0
100.0,25.69,75.77,0,12,1,1,1,0.0,100.0,25.441666666666663,0
100.0,25.79,75.53,0,13,1,1,1,0.0,100.0,25.561666666666667,0
100.0,25.96,75.1,0,13,1,1,1,0.0,100.0,25.683333333333334,0
100.0,26.06,74.84,0,13,1,1,1,0.0,100.0,25.798333333333336,0
98.62,30.06,34.85,0,13,1,1,1,-5.519999999999982,99.77,26.545,0
97.24,30.01,34.96,0,14,1,1,1,-5.520000000000039,99.31,27.261666666666667,0
95.86,30.04,34.9,0,14,1,1,1,-5.519999999999982,98.62,27.986666666666665,0
94.49,30.0,35.0,0,14,1,1,1,-5.480000000000018,97.70166666666668,28.688333333333333,0
93.13,29.8,35.5,0,14,1,1,1,-5.439999999999998,96.55666666666666,29.328333333333333,0
91.78,29.73,35.67,0,15,1,1,1,-5.399999999999977,95.18666666666668,29.94,0
90.44,29.73,35.69,0,15,1,1,1,-5.360000000000014,93.82333333333332,29.885,0
89.12,29.52,36.2,0,15,1,1,1,-5.279999999999973,92.46999999999998,29.80333333333333,0
87.81,29.47,36.31,0,15,1,1,1,-5.240000000000009,91.12833333333332,29.70833333333333,0
86.53,29.19,37.03,0,16,1,1,1,-5.1200000000000045,89.80166666666666,29.57333333333333,0
88.98,25.02,77.46,0,16,1,1,1,9.800000000000011,89.11,28.776666666666667,0
92.88,24.91,77.73,0,16,1,1,1,15.599999999999966,89.29333333333334,27.973333333333333,0
95.78,24.75,78.11,0,16,1,1,1,11.600000000000025,90.18333333333334,27.14333333333333,0
98.48,24.4,79.0,0,17,1,1,0,10.800000000000011,91.74333333333334,26.290000000000003,0
99.98,24.15,79.62,0,17,1,1,0,6.0,93.77166666666666,25.403333333333336,0
100.0,23.99,80.04,0,17,1,1,0,0.079999999999984,96.01666666666668,24.536666666666665,0
100.0,23.57,81.07,0,17,1,1,0,0.0,97.85333333333334,24.295,0
100.0,23.37,81.57,0,18,1,1,0,0.0,99.04,24.03833333333333,0
98.96,27.04,42.39,0,18,1,1,0,-4.160000000000025,99.57,24.42,0
97.96,26.73,43.17,0,18,1,1,0,-4.0,99.48333333333332,24.808333333333334,0
96.99,26.53,43.66,0,18,1,1,0,-3.879999999999996,98.985,25.205,0
99.99,22.15,84.61,0,19,1,0,0,12.0,98.98333333333332,24.89833333333333,0
100.0,21.75,85.61,0,19,1,0,0,0.0400000000000204,98.98333333333332,24.595,0
100.0,21.58,86.05,0,19,1,0,0,0.0,98.98333333333332,24.296666666666667,0
100.0,21.16,87.09,0,19,1,0,0,0.0,99.15666666666664,23.316666666666663,0
100.0,20.8,88.0,0,20,1,0,0,0.0,99.49666666666668,22.328333333333333,0
100.0,20.46,88.85,0,20,1,0,0,0.0,99.99833333333332,21.316666666666663,0
100.0,20.16,89.6,0,20,1,0,0,0.0,100.0,20.985,0
100.0,19.92,90.2,0,20,1,0,0,0.0,100.0,20.68,0
100.0,19.55,91.13,0,21,1,0,0,0.0,100.0,20.341666666666665,0
100.0,19.2,92.0,0,21,1,0,0,0.0,100.0,20.015,0
100.0,19.06,92.36,0,21,1,0,0,0.0,100.0,19.725,0
100.0,18.6,93.51,0,21,1,0,0,0.0,100.0,19.415,0
100.0,18.31,94.22,0,22,1,0,0,0.0,100.0,19.106666666666666,0
100.0,18.14,94.65,0,22,1,0,0,0.0,100.0,18.81,0
100.0,17.86,95.36,0,22,1,0,0,0.0,100.0,18.52833333333333,0
100.0,17.64,95.89,0,22,1,0,0,0.0,100.0,18.26833333333333,0
99.45,21.34,56.64,0,23,1,0,0,-2.1999999999999886,99.90833333333336,18.648333333333337,0
100.0,17.13,97.19,0,23,1,0,0,2.1999999999999886,99.90833333333336,18.40333333333333,0
100.0,16.88,97.81,0,23,1,0,0,0.0,99.90833333333336,18.165,0
100.0,16.79,98.02,0,23,1,0,0,0.0,99.90833333333336,17.939999999999998,0
100.0,16.69,98.29,0,0,2,0,0,0.0,99.90833333333336,17.745,0
100.0,16.52,98.7,0,0,2,0,0,0.0,99.90833333333336,17.558333333333334,0
100.0,16.35,99.12,0,0,2,0,0,0.0,100.0,16.726666666666663,0
100.0,16.25,99.38,0,0,2,0,0,0.0,100.0,16.58,0
100.0,16.16,99.6,0,1,2,0,0,0.0,100.0,16.46,0
100.0,15.99,100.0,0,1,2,0,0,0.0,100.0,16.326666666666664,0
100.0,16.02,99.96,0,1,2,0,0,0.0,100.0,16.215,0
100.0,15.96,100.0,0,1,2,0,0,0.0,100.0,16.121666666666666,0
100.0,15.98,100.0,0,2,2,0,0,0.0,100.0,16.06,0
100.0,16.07,99.83,0,2,2,0,0,0.0,100.0,16.03,0
100.0,15.97,100.0,0,2,2,0,0,0.0,100.0,15.998333333333331,0
100.0,16.17,99.57,0,2,2,0,0,0.0,100.0,16.028333333333336,0
100.0,16.15,99.64,0,3,2,0,0,0.0,100.0,16.05,0
99.51,20.39,59.04,0,3,2,0,0,-1.9599999999999795,99.91833333333334,16.788333333333334,0
99.02,20.38,59.05,0,3,2,0,0,-1.9600000000000364,99.755,17.521666666666665,0
98.52,20.63,58.42,0,3,2,0,0,-2.0,99.50833333333333,18.281666666666663,0
98.0,20.76,58.09,169,4,2,0,0,-2.079999999999984,99.175,19.08,0
97.48,20.98,57.55,0,4,2,0,0,-2.079999999999984,98.755,19.881666666666668,0
99.03,17.12,97.21,0,4,2,0,0,6.199999999999989,98.59333333333332,20.043333333333333,0
100.0,17.28,96.8,0,4,2,0,0,3.879999999999996,98.675,19.525,0
100.0,17.63,95.93,0,5,2,0,0,0.0,98.83833333333332,19.066666666666663,0
100.0,17.88,95.29,0,5,2,0,0,0.0,99.085,18.60833333333333,0
100.0,18.12,94.71,0,5,2,0,0,0.0,99.41833333333334,18.168333333333333,0
100.0,18.38,94.06,0,5,2,0,0,0.0,99.83833333333332,17.735,0
100.0,18.53,93.68,0,6,2,1,0,0.0,100.0,17.97,0
100.0,18.96,92.59,0,6,2,1,0,0.0,100.0,18.25,0
100.0,19.18,92.04,0,6,2,1,0,0.0,100.0,18.508333333333333,0
100.0,19.44,91.4,0,6,2,1,0,0.0,100.0,18.76833333333333,0
100.0,19.9,90.24,0,7,2,1,0,0.0,100.0,19.065,0
100.0,20.1,89.74,0,7,2,1,0,0.0,100.0,19.35166666666667,0
100.0,20.4,89.01,0,7,2,1,0,0.0,100.0,19.66333333333333,0
100.0,20.87,87.84,0,7,2,1,0,0.0,100.0,19.981666666666666,0
100.0,21.11,87.22,0,8,2,1,0,0.0,100.0,20.30333333333333,0
100.0,21.55,86.12,0,8,2,1,0,0.0,100.0,20.655,0
99.1,25.76,45.6,0,8,2,1,0,-3.6000000000000227,99.85,21.631666666666664,0
98.16,26.2,44.49,0,8,2,1,0,-3.759999999999991,99.54333333333334,22.648333333333337,0
99.81,22.5,83.74,0,9,2,1,0,6.600000000000023,99.51166666666666,22.99833333333333,0
100.0,22.81,82.97,0,9,2,1,0,0.7599999999999909,99.51166666666666,23.32166666666667,0
100.0,23.1,82.25,0,9,2,1,0,0.0,99.51166666666666,23.65333333333333,0
100.0,23.41,81.48,0,9,2,1,0,0.0,99.51166666666666,23.96333333333333,0
100.0,23.63,80.93,0,10,2,1,1,0.0,99.66166666666668,23.60833333333333,0
100.0,23.91,80.23,0,10,2,1,1,0.0,99.96833333333332,23.22666666666667,0
100.0,24.16,79.59,0,10,2,1,1,0.0,100.0,23.50333333333333,0
100.0,24.41,78.98,0,10,2,1,1,0.0,100.0,23.77,0
100.0,24.57,78.58,0,11,2,1,1,0.0,100.0,24.015,0
100.0,24.76,78.11,0,11,2,1,1,0.0,100.0,24.24,0
100.0,24.97,77.58,0,11,2,1,1,0.0,100.0,24.46333333333333,0
100.0,25.14,77.16,0,11,2,1,1,0.0,100.0,24.668333333333337,0
100.0,25.41,76.48,0,12,2,1,1,0.0,100.0,24.876666666666665,0
100.0,25.54,76.16,0,12,2,1,1,0.0,100.0,25.065,0
100.0,25.68,75.79,0,12,2,1,1,0.0,100.0,25.25,0
100.0,25.8,75.5,0,12,2,1,1,0.0,100.0,25.42333333333333,0
98.64,29.88,35.3,0,13,2,1,1,-5.439999999999998,99.77333333333333,26.241666666666664,0
97.27,29.88,35.3,0,13,2,1,1,-5.480000000000018,99.31833333333331,27.031666666666663,0
95.89,29.88,35.3,0,13,2,1,1,-5.519999999999982,98.63333333333333,27.776666666666667,0
94.51,29.92,35.2,0,13,2,1,1,-5.519999999999982,97.71833333333332,28.506666666666664,0
93.13,29.98,35.04,0,14,2,1,1,-5.520000000000039,96.57333333333334,29.223333333333333,0
91.75,30.03,34.94,0,14,2,1,1,-5.519999999999982,95.19833333333334,29.92833333333333,0
90.38,29.96,35.11,0,14,2,1,1,-5.480000000000018,93.82166666666669,29.941666666666663,0
89.02,29.85,35.38,0,14,2,1,1,-5.439999999999998,92.44666666666669,29.936666666666667,0
92.72,25.87,75.33,0,15,2,1,1,14.800000000000011,91.91833333333334,29.26833333333333,0
95.87,25.66,75.85,0,15,2,1,1,12.600000000000025,92.145,28.558333333333337,0
99.22,25.61,75.98,0,15,2,1,1,13.399999999999975,93.16,27.83,0
100.0,25.35,76.63,0,15,2,1,1,3.1200000000000045,94.535,27.05,0
100.0,25.26,76.84,0,16,2,1,1,0.0,96.13833333333334,26.26666666666667,0
100.0,25.09,77.28,0,16,2,1,1,0.0,97.96833333333336,25.473333333333333,0
100.0,24.96,77.59,0,16,2,1,1,0.0,99.18166666666669,25.32166666666667,0
100.0,24.62,78.46,0,16,2,1,1,0.0,99.87,25.148333333333337,0
98.82,28.47,38.82,0,17,2,1,0,-4.720000000000027,99.80333333333334,25.625,0
97.66,28.16,39.6,0,17,2,1,0,-4.639999999999986,99.41333333333334,26.093333333333334,0
99.61,24.03,79.94,0,17,2,1,0,7.800000000000011,99.34833333333334,25.88833333333333,0
100.0,23.59,81.02,0,17,2,1,0,1.5600000000000025,99.34833333333334,25.63833333333333,0
100.0,23.43,81.43,0,18,2,1,0,0.0,99.34833333333334,25.383333333333336,0
100.0,23.05,82.37,0,18,2,1,0,0.0,99.34833333333334,25.12166666666667,0
100.0,22.72,83.19,0,18,2,1,0,0.0,99.545,24.163333333333338,0
100.0,22.47,83.83,0,18,2,1,0,0.0,99.935,23.215,0
100.0,22.09,84.78,0,19,2,0,0,0.0,100.0,22.891666666666666,0
100.0,21.9,85.26,0,19,2,0,0,0.0,100.0,22.61,0
99.12,25.55,46.13,0,19,2,0,0,-3.519999999999982,99.85333333333334,22.96333333333333,0
98.27,25.26,46.86,0,19,2,0,0,-3.400000000000034,99.565,23.331666666666667,0
97.45,24.84,47.89,0,20,2,0,0,-3.2799999999999727,99.14,23.685,0
96.66,24.52,48.69,143,20,2,0,0,-3.160000000000025,98.58333333333331,24.026666666666667,0
95.9,24.16,49.6,0,20,2,0,0,-3.039999999999964,97.9,24.371666666666663,0
95.16,23.89,50.29,0,20,2,0,0,-2.9600000000000364,97.09333333333332,24.703333333333333,0
94.45,23.65,50.87,0,21,2,0,0,-2.839999999999975,96.315,24.386666666666667,0
93.76,23.3,51.74,0,21,2,0,0,-2.759999999999991,95.56333333333332,24.06,0
93.1,22.92,52.71,0,21,2,0,0,-2.640000000000043,94.83833333333332,23.74,0
92.45,22.59,53.52,0,21,2,0,0,-2.599999999999966,94.13666666666668,23.418333333333333,0
91.83,22.47,53.83,47,22,2,0,0,-2.480000000000018,93.45833333333331,23.136666666666667,0
91.23,22.16,54.6,0,22,2,0,0,-2.3999999999999773,92.80333333333334,22.848333333333333,0
94.83,17.89,95.26,0,22,2,0,0,14.399999999999975,92.86666666666667,21.88833333333333,0
97.58,17.53,96.18,0,22,2,0,0,11.0,93.50333333333332,20.926666666666662,0
100.0,17.29,96.78,0,23,2,0,0,9.680000000000009,94.65333333333332,19.988333333333333,0
100.0,17.08,97.31,0,23,2,0,0,0.0,95.91166666666668,19.07,0
99.48,20.99,57.52,0,23,2,0,0,-2.079999999999984,97.18666666666668,18.82333333333333,0
98.96,20.84,57.91,0,23,2,0,0,-2.080000000000041,98.475,18.60333333333333,0
98.46,20.59,58.52,0,0,3,0,0,-2.0,99.08,19.05333333333333,0
