not connected to breadboard 32
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)



connected to the breadboard  but nothing is connected
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.40V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.86V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.41V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.69V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.09V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.50V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.62V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 3.01V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.29V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.27V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.00V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.64V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.24V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.81V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.36V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.93V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.56V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.29V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.02V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.22V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.67V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.19V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.59V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.13V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.59V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.84V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 3.09V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.28V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.00V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.62V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.14V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.66V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.13V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.66V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.33V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.02V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.01V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.63V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.26V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.75V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.31V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.72V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.90V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 3.18V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 2.87V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.33V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.84V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.29V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.74V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.37V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.05V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.17V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.92V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.47V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.00V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.65V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.78V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 3.24V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 2.89V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.37V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.88V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.38V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.89V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.51V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.20V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.34V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.97V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.36V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.78V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.09V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.50V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.91V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 3.00V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 2.87V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.56V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.18V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
