soil_moisture,temperature,humidity,wind_speed,rain_intensity,vpd,needs_watering_soon
0.0,29.82,35.46,0.0,0.0,0.0,1
0.0,29.75,35.62,0.0,0.0,0.0,1
0.0,29.92,35.19,0.0,0.0,0.0,1
0.0,29.81,35.48,0.0,0.0,0.0,1
24.52,29.94,35.16,0.0,0.0,0.0,1
19.15,29.72,35.7,0.0,0.0,0.0,1
13.87,29.54,36.16,0.0,0.0,0.0,1
8.79,29.15,37.12,0.0,0.0,0.0,1
3.71,29.15,37.12,0.0,0.0,0.0,1
0.0,28.6,38.51,0.0,0.0,0.0,1
0.0,28.16,39.61,0.0,0.0,0.0,1
0.0,27.53,41.17,0.0,0.0,0.0,1
0.0,26.97,42.57,0.0,0.0,0.0,1
0.0,26.26,44.35,0.0,0.0,0.0,1
0.0,25.82,45.44,0.0,0.0,0.0,1
0.0,24.91,47.72,0.0,0.0,0.0,1
0.0,24.26,49.35,0.0,0.0,0.0,1
0.0,23.89,50.28,0.0,0.0,0.0,1
0.0,23.02,52.44,0.0,0.0,0.0,1
0.0,22.45,53.88,0.0,0.0,0.0,1
27.66,21.87,55.33,0.0,0.0,0.0,1
25.38,21.64,55.9,0.0,0.0,0.0,1
23.24,21.11,57.23,0.0,0.0,0.0,1
21.19,20.74,58.14,0.0,0.0,0.0,1
19.24,20.34,59.15,0.0,0.0,0.0,1
17.33,20.16,59.61,0.0,0.0,0.0,1
15.43,20.13,59.66,0.0,0.0,0.0,1
13.57,19.95,60.13,0.0,0.0,0.0,1
11.72,19.9,60.25,0.0,0.0,0.0,1
9.85,20.0,60.0,0.0,0.0,0.0,1
7.86,20.49,58.77,0.0,0.0,0.0,1
5.85,20.57,58.57,0.0,0.0,0.0,1
3.7,21.14,57.15,0.0,0.0,0.0,1
1.46,21.49,56.28,0.0,0.0,0.0,1
0.0,22.02,54.96,0.0,0.0,0.0,1
0.0,22.35,54.13,0.0,0.0,0.0,1
27.28,23.16,52.1,0.0,0.0,0.0,1
24.39,23.73,50.68,0.0,0.0,0.0,1
21.24,24.48,48.8,0.0,0.0,0.0,1
17.86,25.17,47.08,0.0,0.0,0.0,1
14.3,25.61,45.97,0.0,0.0,0.0,1
10.48,26.32,44.2,0.0,0.0,0.0,1
6.45,26.83,42.94,0.0,0.0,0.0,1
2.21,27.33,41.68,0.0,0.0,0.0,1
0.0,28.13,39.67,0.0,0.0,0.0,1
0.0,28.68,38.31,0.0,0.0,0.0,1
0.0,28.82,37.94,0.0,0.0,0.0,1
0.0,29.39,36.54,0.0,0.0,0.0,1
0.0,29.8,35.49,0.0,0.0,0.0,1
0.0,29.9,35.24,0.0,0.0,0.0,1
0.0,29.77,35.58,0.0,0.0,0.0,1
0.0,30.15,34.62,0.0,0.0,0.0,1
24.59,29.8,35.5,0.0,0.0,0.0,1
19.1,29.95,35.13,0.0,0.0,0.0,1
13.77,29.65,35.87,0.0,0.0,0.0,1
8.66,29.21,36.98,0.0,0.0,0.0,1
3.59,29.11,37.21,0.0,0.0,0.0,1
0.0,28.6,38.5,0.0,0.0,0.0,1
0.0,28.04,39.91,0.0,0.0,0.0,1
0.0,27.59,41.03,0.0,0.0,0.0,1
0.0,26.74,43.15,0.0,0.0,0.0,1
0.0,26.1,44.74,0.0,0.0,0.0,1
0.0,25.55,46.14,0.0,0.0,0.0,1
0.0,24.93,47.67,0.0,0.0,0.0,1
0.0,24.32,49.21,0.0,0.0,0.0,1
0.0,23.81,50.48,0.0,0.0,0.0,1
0.0,22.92,52.69,0.0,0.0,0.0,1
0.0,22.52,53.69,0.0,0.0,0.0,1
27.63,21.95,55.12,0.0,0.0,0.0,1
25.42,21.38,56.56,0.0,0.0,0.0,1
23.29,21.08,57.3,0.0,0.0,0.0,1
21.23,20.79,58.03,0.0,0.0,0.0,1
19.25,20.44,58.9,0.0,0.0,0.0,1
17.35,20.15,59.63,0.0,0.0,0.0,1
15.45,20.12,59.71,0.0,0.0,0.0,1
13.61,19.85,60.38,0.0,0.0,0.0,1
11.76,19.94,60.14,0.0,0.0,0.0,1
9.84,20.18,59.54,0.0,0.0,0.0,1
7.86,20.49,58.78,0.0,0.0,0.0,1
5.82,20.7,58.24,0.0,0.0,0.0,1
3.68,21.07,57.32,0.0,0.0,0.0,1
1.49,21.31,56.73,0.0,0.0,0.0,1
0.0,21.83,55.42,0.0,0.0,0.0,1
0.0,22.36,54.11,0.0,0.0,0.0,1
27.33,22.99,52.53,0.0,0.0,0.0,1
24.51,23.51,51.22,0.0,0.0,0.0,1
21.4,24.37,49.07,0.0,0.0,0.0,1
18.01,25.17,47.07,0.0,0.0,0.0,1
14.47,25.58,46.04,0.0,0.0,0.0,1
10.61,26.42,43.95,0.0,0.0,0.0,1
6.59,26.82,42.95,0.0,0.0,0.0,1
2.32,27.38,41.54,0.0,0.0,0.0,1
0.0,28.12,39.7,0.0,0.0,0.0,1
0.0,28.58,38.55,0.0,0.0,0.0,1
0.0,29.14,37.15,0.0,0.0,0.0,1
0.0,29.28,36.79,0.0,0.0,0.0,1
0.0,29.51,36.22,0.0,0.0,0.0,1
0.0,29.67,35.83,0.0,0.0,0.0,1
0.0,29.96,35.1,0.0,0.0,0.0,1
0.0,29.9,35.26,0.0,0.0,0.0,1
24.6,29.79,35.53,0.0,0.0,0.0,1
19.14,29.89,35.29,0.0,0.0,0.0,1
13.81,29.65,35.88,0.0,0.0,0.0,1
8.69,29.23,36.92,0.0,0.0,0.0,1
3.65,29.06,37.35,0.0,0.0,0.0,1
0.0,28.58,38.55,0.0,0.0,0.0,1
0.0,28.11,39.72,0.0,0.0,0.0,1
0.0,27.53,41.17,0.0,0.0,0.0,1
0.0,26.81,42.98,0.0,0.0,0.0,1
0.0,26.1,44.75,0.0,0.0,0.0,1
0.0,25.47,46.32,0.0,0.0,0.0,1
0.0,24.99,47.52,0.0,0.0,0.0,1
0.0,24.44,48.9,0.0,0.0,0.0,1
0.0,23.74,50.66,0.0,0.0,0.0,1
0.0,22.91,52.72,0.0,0.0,0.0,1
0.0,22.6,53.5,0.0,0.0,0.0,1
27.58,22.13,54.68,0.0,0.0,0.0,1
25.32,21.57,56.06,0.0,0.0,0.0,1
23.22,20.94,57.64,0.0,0.0,0.0,1
21.19,20.68,58.3,0.0,0.0,0.0,1
19.23,20.38,59.05,0.0,0.0,0.0,1
17.31,20.19,59.52,0.0,0.0,0.0,1
15.47,19.88,60.3,0.0,0.0,0.0,1
13.64,19.83,60.43,0.0,0.0,0.0,1
11.75,20.08,59.81,0.0,0.0,0.0,1
9.8,20.33,59.17,0.0,0.0,0.0,1
7.82,20.48,58.8,0.0,0.0,0.0,1
5.82,20.55,58.63,0.0,0.0,0.0,1
3.74,20.84,57.91,0.0,0.0,0.0,1
1.48,21.57,56.09,0.0,0.0,0.0,1
0.0,21.98,55.06,0.0,0.0,0.0,1
0.0,22.54,53.66,0.0,0.0,0.0,1
27.27,23.19,52.02,0.0,0.0,0.0,1
24.44,23.53,51.18,0.0,0.0,0.0,1
21.4,24.17,49.57,0.0,0.0,0.0,1
18.13,24.84,47.91,0.0,0.0,0.0,1
14.56,25.67,45.84,0.0,0.0,0.0,1
10.72,26.37,44.08,0.0,0.0,0.0,1
6.71,26.77,43.08,0.0,0.0,0.0,1
2.44,27.41,41.48,0.0,0.0,0.0,1
0.0,28.21,39.48,0.0,0.0,0.0,1
0.0,28.37,39.08,0.0,0.0,0.0,1
0.0,28.91,37.72,0.0,0.0,0.0,1
0.0,29.13,37.16,0.0,0.0,0.0,1
0.0,29.69,35.78,0.0,0.0,0.0,1
0.0,29.79,35.51,0.0,0.0,0.0,1
0.0,29.77,35.57,0.0,0.0,0.0,1
0.0,29.97,35.08,0.0,0.0,0.0,1
24.55,29.88,35.3,0.0,0.0,0.0,1
19.17,29.73,35.68,0.0,0.0,0.0,1
13.77,29.79,35.53,0.0,0.0,0.0,1
8.61,29.31,36.72,0.0,0.0,0.0,1
3.59,29.02,37.45,0.0,0.0,0.0,1
0.0,28.57,38.59,0.0,0.0,0.0,1
0.0,28.01,39.97,0.0,0.0,0.0,1
0.0,27.36,41.61,0.0,0.0,0.0,1
0.0,26.78,43.05,0.0,0.0,0.0,1
0.0,26.15,44.62,0.0,0.0,0.0,1
0.0,25.55,46.14,0.0,0.0,0.0,1
0.0,25.06,47.36,0.0,0.0,0.0,1
0.0,24.2,49.5,0.0,0.0,0.0,1
0.0,23.71,50.73,0.0,0.0,0.0,1
0.0,23.22,51.95,0.0,0.0,0.0,1
0.0,22.43,53.93,0.0,0.0,0.0,1
27.61,22.04,54.89,0.0,0.0,0.0,1
25.41,21.34,56.66,0.0,0.0,0.0,1
23.32,20.91,57.73,0.0,0.0,0.0,1
21.28,20.71,58.22,0.0,0.0,0.0,1
19.33,20.32,59.2,0.0,0.0,0.0,1
17.46,19.99,60.04,0.0,0.0,0.0,1
15.54,20.24,59.41,0.0,0.0,0.0,1
13.67,19.99,60.02,0.0,0.0,0.0,1
11.83,19.86,60.35,0.0,0.0,0.0,1
9.95,20.05,59.87,0.0,0.0,0.0,1
7.97,20.43,58.92,0.0,0.0,0.0,1
5.93,20.71,58.23,0.0,0.0,0.0,1
3.84,20.92,57.71,0.0,0.0,0.0,1
1.56,21.63,55.91,0.0,0.0,0.0,1
0.0,21.97,55.08,0.0,0.0,0.0,1
0.0,22.47,53.83,0.0,0.0,0.0,1
27.35,22.94,52.65,0.0,0.0,0.0,1
24.48,23.65,50.87,0.0,0.0,0.0,1
21.33,24.48,48.81,0.0,0.0,0.0,1
18.05,24.89,47.78,0.0,0.0,0.0,1
14.41,25.84,45.4,0.0,0.0,0.0,1
10.57,26.37,44.07,0.0,0.0,0.0,1
6.53,26.85,42.89,0.0,0.0,0.0,1
2.15,27.66,40.84,0.0,0.0,0.0,1
0.0,28.02,39.96,0.0,0.0,0.0,1
0.0,28.69,38.27,0.0,0.0,0.0,1
0.0,28.86,37.84,0.0,0.0,0.0,1
0.0,29.26,36.85,0.0,0.0,0.0,1
0.0,29.67,35.82,0.0,0.0,0.0,1
0.0,29.88,35.29,0.0,0.0,0.0,1
0.0,29.87,35.33,0.0,0.0,0.0,1
0.0,30.16,34.59,0.0,0.0,0.0,1
0.0,29.84,35.4,0.0,0.0,0.0,1
0.0,29.66,35.85,0.0,0.0,0.0,1
0.0,29.54,36.14,0.0,0.0,0.0,1
0.0,29.34,36.65,0.0,0.0,0.0,1
0.0,28.8,38.0,0.0,0.0,0.0,1
0.0,28.69,38.29,0.0,0.0,0.0,1
0.0,27.9,40.26,0.0,0.0,0.0,1
0.0,27.6,41.0,0.0,0.0,0.0,1
0.0,27.02,42.44,0.0,0.0,0.0,1
0.0,26.38,44.05,0.0,0.0,0.0,1
0.0,25.66,45.86,0.0,0.0,0.0,1
0.0,25.03,47.41,0.0,0.0,0.0,1
0.0,24.42,48.95,0.0,0.0,0.0,1
0.0,23.72,50.69,0.0,0.0,0.0,1
0.0,22.95,52.62,0.0,0.0,0.0,1
0.0,22.54,53.64,0.0,0.0,0.0,1
0.0,22.03,54.93,0.0,0.0,0.0,1
0.0,21.59,56.02,0.0,0.0,0.0,1
0.0,20.85,57.88,0.0,0.0,0.0,1
0.0,20.65,58.37,0.0,0.0,0.0,1
0.0,20.41,58.96,0.0,0.0,0.0,1
0.0,20.24,59.41,0.0,0.0,0.0,1
0.0,20.14,59.65,0.0,0.0,0.0,1
0.0,20.17,59.58,0.0,0.0,0.0,1
0.0,20.19,59.52,0.0,0.0,0.0,1
0.0,20.27,59.32,0.0,0.0,0.0,1
0.0,20.41,58.97,0.0,0.0,0.0,1
0.0,20.49,58.77,0.0,0.0,0.0,1
0.0,20.96,57.59,0.0,0.0,0.0,1
0.0,21.31,56.72,0.0,0.0,0.0,1
0.0,21.83,55.43,0.0,0.0,0.0,1
0.0,22.35,54.12,0.0,0.0,0.0,1
0.0,22.97,52.58,0.0,0.0,0.0,1
0.0,23.9,50.26,0.0,0.0,0.0,1
0.0,24.21,49.48,0.0,0.0,0.0,1
0.0,25.11,47.22,0.0,0.0,0.0,1
0.0,25.61,45.99,0.0,0.0,0.0,1
0.0,26.33,44.18,0.0,0.0,0.0,1
0.0,27.02,42.45,0.0,0.0,0.0,1
0.0,27.63,40.92,0.0,0.0,0.0,1
0.0,27.96,40.1,0.0,0.0,0.0,1
0.0,28.4,39.0,0.0,0.0,0.0,1
0.0,28.95,37.62,0.0,0.0,0.0,1
0.0,29.52,36.19,0.0,0.0,0.0,1
0.0,29.77,35.58,0.0,0.0,0.0,1
0.0,29.68,35.8,0.0,0.0,0.0,1
0.0,29.88,35.29,0.0,0.0,0.0,1
0.0,30.06,34.86,0.0,0.0,0.0,1
0.0,30.08,34.8,0.0,0.0,0.0,1
0.0,29.74,35.66,0.0,0.0,0.0,1
0.0,29.68,35.81,0.0,0.0,0.0,1
0.0,29.15,37.13,0.0,0.0,0.0,1
0.0,28.95,37.63,0.0,0.0,0.0,1
0.0,28.36,39.11,0.0,0.0,0.0,1
0.0,28.21,39.47,0.0,0.0,0.0,1
0.0,27.44,41.41,0.0,0.0,0.0,1
0.0,26.8,43.0,0.0,0.0,0.0,1
0.0,26.25,44.37,0.0,0.0,0.0,1
0.0,25.55,46.11,0.0,0.0,0.0,1
0.0,25.07,47.33,0.0,0.0,0.0,1
0.0,24.39,49.02,0.0,0.0,0.0,1
0.0,23.73,50.67,0.0,0.0,0.0,1
0.0,22.93,52.66,0.0,0.0,0.0,1
0.0,22.39,54.04,0.0,0.0,0.0,1
0.0,21.97,55.08,0.0,0.0,0.0,1
0.0,21.42,56.45,0.0,0.0,0.0,1
0.0,20.95,57.62,0.0,0.0,0.0,1
0.0,20.72,58.21,0.0,0.0,0.0,1
0.0,20.28,59.29,0.0,0.0,0.0,1
0.0,20.15,59.62,0.0,0.0,0.0,1
0.0,20.17,59.58,0.0,0.0,0.0,1
0.0,20.03,59.92,0.0,0.0,0.0,1
0.0,20.23,59.43,0.0,0.0,0.0,1
0.0,20.25,59.37,0.0,0.0,0.0,1
0.0,20.28,59.3,0.0,0.0,0.0,1
0.0,20.76,58.11,0.0,0.0,0.0,1
0.0,21.11,57.22,0.0,0.0,0.0,1
0.0,21.47,56.33,0.0,0.0,0.0,1
0.0,22.09,54.77,0.0,0.0,0.0,1
0.0,22.43,53.93,0.0,0.0,0.0,1
0.0,23.1,52.25,0.0,0.0,0.0,1
0.0,23.87,50.33,0.0,0.0,0.0,1
0.0,24.39,49.03,0.0,0.0,0.0,1
0.0,24.94,47.65,0.0,0.0,0.0,1
0.0,25.74,45.64,0.0,0.0,0.0,1
0.0,26.1,44.76,0.0,0.0,0.0,1
0.0,26.78,43.05,0.0,0.0,0.0,1
0.0,27.55,41.12,0.0,0.0,0.0,1
0.0,27.99,40.02,0.0,0.0,0.0,1
0.0,28.44,38.9,0.0,0.0,0.0,1
0.0,28.99,37.53,0.0,0.0,0.0,1
0.0,29.24,36.89,0.0,0.0,0.0,1
0.0,29.42,36.44,0.0,0.0,0.0,1
0.0,29.89,35.27,0.0,0.0,0.0,1
0.0,30.14,34.65,0.0,0.0,0.0,1
0.0,30.19,34.52,0.0,0.0,0.0,1
0.0,29.99,35.02,0.0,0.0,0.0,1
0.0,29.7,35.75,0.0,0.0,0.0,1
0.0,29.68,35.79,0.0,0.0,0.0,1
0.0,29.18,37.06,0.0,0.0,0.0,1
0.0,29.0,37.5,0.0,0.0,0.0,1
0.0,28.43,38.93,0.0,0.0,0.0,1
0.0,28.01,39.97,0.0,0.0,0.0,1
0.0,27.32,41.71,0.0,0.0,0.0,1
0.0,26.9,42.75,0.0,0.0,0.0,1
0.0,26.37,44.08,0.0,0.0,0.0,1
0.0,25.64,45.9,0.0,0.0,0.0,1
0.0,25.13,47.17,0.0,0.0,0.0,1
0.0,24.17,49.58,0.0,0.0,0.0,1
0.0,23.56,51.1,0.0,0.0,0.0,1
0.0,23.22,51.96,0.0,0.0,0.0,1
0.0,22.51,53.73,0.0,0.0,0.0,1
0.0,21.95,55.12,0.0,0.0,0.0,1
0.0,21.45,56.38,0.0,0.0,0.0,1
0.0,21.01,57.47,0.0,0.0,0.0,1
0.0,20.64,58.4,0.0,0.0,0.0,1
0.0,20.34,59.15,0.0,0.0,0.0,1
0.0,20.05,59.86,0.0,0.0,0.0,1
0.0,20.0,60.0,0.0,0.0,0.0,1
0.0,20.18,59.55,0.0,0.0,0.0,1
0.0,20.19,59.53,0.0,0.0,0.0,1
0.0,20.02,59.95,0.0,0.0,0.0,1
0.0,20.46,58.84,0.0,0.0,0.0,1
0.0,20.54,58.66,0.0,0.0,0.0,1
0.0,21.06,57.35,0.0,0.0,0.0,1
0.0,21.43,56.43,0.0,0.0,0.0,1
0.0,21.93,55.17,0.0,0.0,0.0,1
0.0,22.54,53.64,0.0,0.0,0.0,1
0.0,23.26,51.85,0.0,0.0,0.0,1
0.0,23.71,50.74,0.0,0.0,0.0,1
0.0,24.21,49.47,0.0,0.0,0.0,1
0.0,24.92,47.7,0.0,0.0,0.0,1
0.0,25.56,46.11,0.0,0.0,0.0,1
0.0,26.25,44.38,0.0,0.0,0.0,1
0.0,26.9,42.75,0.0,0.0,0.0,1
0.0,27.48,41.31,0.0,0.0,0.0,1
0.0,28.09,39.76,0.0,0.0,0.0,1
0.0,28.69,38.27,0.0,0.0,0.0,1
0.0,29.14,37.15,0.0,0.0,0.0,1
0.0,29.37,36.57,0.0,0.0,0.0,1
0.0,29.55,36.13,0.0,0.0,0.0,1
0.0,29.78,35.55,0.0,0.0,0.0,1
0.0,29.87,35.33,0.0,0.0,0.0,1
0.0,30.08,34.8,0.0,0.0,0.0,1
0.0,30.05,34.88,0.0,0.0,0.0,1
0.0,29.89,35.29,0.0,0.0,0.0,1
0.0,29.46,36.36,0.0,0.0,0.0,1
0.0,29.52,36.21,0.0,0.0,0.0,1
0.0,29.12,37.2,0.0,0.0,0.0,1
0.0,28.69,38.27,0.0,0.0,0.0,1
0.0,28.19,39.51,0.0,0.0,0.0,1
0.0,27.64,40.9,0.0,0.0,0.0,1
0.0,26.74,43.14,0.0,0.0,0.0,1
0.0,26.4,44.0,0.0,0.0,0.0,1
0.0,25.68,45.81,0.0,0.0,0.0,1
0.0,25.0,47.51,0.0,0.0,0.0,1
0.0,24.27,49.32,0.0,0.0,0.0,1
0.0,23.82,50.46,0.0,0.0,0.0,1
0.0,23.13,52.17,0.0,0.0,0.0,1
0.0,22.64,53.4,0.0,0.0,0.0,1
0.0,21.86,55.34,0.0,0.0,0.0,1
0.0,21.53,56.18,0.0,0.0,0.0,1
0.0,21.11,57.22,0.0,0.0,0.0,1
0.0,20.53,58.67,0.0,0.0,0.0,1
0.0,20.44,58.89,0.0,0.0,0.0,1
0.0,20.13,59.68,0.0,0.0,0.0,1
0.0,20.03,59.92,0.0,0.0,0.0,1
0.0,19.81,60.48,0.0,0.0,0.0,1
