timestamp,soil_moisture,temperature,humidity,vpd,precipitation_chance,forecast_temp,wind_speed,crop_type_id,root_depth_cm,wilting_point_threshold,growth_stage,optimal_vpd_min,optimal_vpd_max,hour,is_daytime,moisture_change_rate,moisture_rolling_6,needs_watering_soon
2024-09-12T06:39:00,0.0,26.8,39.1,2.149,0,31.2,10.9,1,80.0,30.0,2,0.8,2.0,6,1,0.0,0.75,1
2024-09-12T09:39:00,0.0,31.2,26.5,3.346,85,33.8,10.8,1,80.0,30.0,2,0.8,2.0,9,1,0.0,0.75,1
2024-09-12T12:39:00,0.0,33.8,20.0,4.21,70,35.1,9.9,1,80.0,30.0,2,0.8,2.0,12,1,0.0,0.75,1
2024-09-12T15:39:00,0.0,35.1,24.8,4.263,55,27.3,12.8,1,80.0,30.0,2,0.8,2.0,15,1,0.0,0.0,1
2024-09-12T18:39:00,0.0,27.3,42.3,2.093,40,17.8,4.3,1,80.0,30.0,2,0.8,2.0,18,1,0.0,0.0,1
2024-09-12T21:39:00,61.44,17.8,43.3,1.157,0,16.9,18.5,1,80.0,30.0,2,0.8,2.0,21,0,20.482,10.24,0
2024-09-13T00:39:00,52.05,16.9,66.5,0.644,0,17.8,17.6,1,80.0,30.0,2,0.8,2.0,0,0,-3.133,18.92,0
2024-09-13T03:39:00,39.46,17.8,50.9,0.998,0,23.3,20.0,1,80.0,30.0,2,0.8,2.0,3,0,-4.195,25.49,0
2024-09-13T06:39:00,20.09,23.3,38.8,1.753,0,32.0,2.1,1,80.0,30.0,2,0.8,2.0,6,1,-6.458,28.84,0
2024-09-13T09:39:00,0.0,32.0,20.8,3.761,0,38.7,8.8,1,80.0,30.0,2,0.8,2.0,9,1,-6.695,28.84,1
2024-09-13T12:39:00,0.0,38.7,25.5,5.131,0,33.3,15.9,1,80.0,30.0,2,0.8,2.0,12,1,0.0,28.84,1
2024-09-13T15:39:00,0.0,33.3,20.0,4.097,0,26.4,3.1,1,80.0,30.0,2,0.8,2.0,15,1,0.0,18.6,1
2024-09-13T18:39:00,0.0,26.4,38.0,2.139,0,19.7,10.9,1,80.0,30.0,2,0.8,2.0,18,1,0.0,9.92,1
2024-09-13T21:39:00,0.0,19.7,45.7,1.248,0,13.7,19.6,1,80.0,30.0,2,0.8,2.0,21,0,0.0,3.35,1
2024-09-14T00:39:00,0.0,13.7,60.8,0.615,0,20.2,17.2,1,80.0,30.0,2,0.8,2.0,0,0,0.0,0.0,1
2024-09-14T03:39:00,0.0,20.2,50.2,1.182,0,26.4,6.8,1,80.0,30.0,2,0.8,2.0,3,0,0.0,0.0,1
2024-09-14T06:39:00,0.0,26.4,26.4,2.536,0,30.3,9.4,1,80.0,30.0,2,0.8,2.0,6,1,0.0,0.0,1
2024-09-14T09:39:00,0.0,30.3,21.1,3.408,85,36.8,19.4,1,80.0,30.0,2,0.8,2.0,9,1,0.0,0.0,1
2024-09-14T12:39:00,100.0,36.8,20.0,4.971,70,33.2,34.6,1,80.0,30.0,2,0.8,2.0,12,1,33.333,16.67,0
2024-09-14T15:39:00,49.16,33.2,36.5,3.231,55,27.0,16.7,1,80.0,30.0,2,0.8,2.0,15,1,-10.892,24.86,1
2024-09-14T18:39:00,23.42,27.0,31.2,2.46,40,16.5,19.6,1,80.0,30.0,2,0.8,2.0,18,1,-8.58,28.76,0
2024-09-14T21:39:00,34.98,16.5,55.1,0.843,0,14.4,2.7,1,80.0,30.0,2,0.8,2.0,21,0,3.853,34.59,0
2024-09-15T00:39:00,24.53,14.4,53.6,0.761,0,21.2,21.3,1,80.0,30.0,2,0.8,2.0,0,0,-3.483,38.68,0
2024-09-15T03:39:00,6.51,21.2,36.5,1.602,0,26.8,1.2,1,80.0,30.0,2,0.8,2.0,3,0,-6.007,39.77,1
2024-09-15T06:39:00,0.0,26.8,26.8,2.583,0,30.1,8.5,1,80.0,30.0,2,0.8,2.0,6,1,-2.169,23.1,1
2024-09-15T09:39:00,0.0,30.1,32.6,2.88,0,37.7,9.7,1,80.0,30.0,2,0.8,2.0,9,1,0.0,14.91,1
2024-09-15T12:39:00,32.33,37.7,20.0,5.226,85,35.5,52.2,1,80.0,30.0,2,0.8,2.0,12,1,10.777,16.39,0
2024-09-15T15:39:00,0.0,35.5,29.1,4.093,70,23.5,1.2,1,80.0,30.0,2,0.8,2.0,15,1,-10.777,10.56,1
2024-09-15T18:39:00,0.0,23.5,36.3,1.845,55,20.5,19.9,1,80.0,30.0,2,0.8,2.0,18,1,0.0,6.47,1
2024-09-15T21:39:00,0.0,20.5,56.1,1.059,40,16.7,7.8,1,80.0,30.0,2,0.8,2.0,21,0,0.0,5.39,1
2024-09-16T00:39:00,39.19,16.7,53.9,0.875,0,21.9,18.0,1,80.0,30.0,2,0.8,2.0,0,0,13.063,11.92,0
2024-09-16T03:39:00,25.2,21.9,56.0,1.154,85,27.7,10.7,1,80.0,30.0,2,0.8,2.0,3,0,-4.662,16.12,0
2024-09-16T06:39:00,0.0,27.7,33.4,2.474,70,31.4,7.4,1,80.0,30.0,2,0.8,2.0,6,1,-8.402,10.73,1
2024-09-16T09:39:00,0.0,31.4,24.7,3.455,55,39.0,3.5,1,80.0,30.0,2,0.8,2.0,9,1,0.0,10.73,1
2024-09-16T12:39:00,0.0,39.0,20.0,5.592,40,31.8,14.6,1,80.0,30.0,2,0.8,2.0,12,1,0.0,10.73,1
2024-09-16T15:39:00,9.49,31.8,20.8,3.731,0,24.6,11.2,1,80.0,30.0,2,0.8,2.0,15,1,3.164,12.31,1
2024-09-16T18:39:00,0.0,24.6,52.5,1.472,85,21.4,6.6,1,80.0,30.0,2,0.8,2.0,18,1,-3.164,5.78,1
2024-09-16T21:39:00,0.0,21.4,50.5,1.26,70,16.1,2.6,1,80.0,30.0,2,0.8,2.0,21,0,0.0,1.58,1
2024-09-17T00:39:00,0.0,16.1,55.2,0.818,55,19.2,18.5,1,80.0,30.0,2,0.8,2.0,0,0,0.0,1.58,1
2024-09-17T03:39:00,0.0,19.2,47.8,1.161,40,28.2,11.0,1,80.0,30.0,2,0.8,2.0,3,0,0.0,1.58,1
2024-09-17T06:39:00,46.22,28.2,31.8,2.615,0,35.5,19.5,1,80.0,30.0,2,0.8,2.0,6,1,15.405,9.28,1
2024-09-17T09:39:00,4.2,35.5,26.1,4.269,0,36.7,0.5,1,80.0,30.0,2,0.8,2.0,9,1,-14.006,8.4,1
2024-09-17T12:39:00,0.0,36.7,20.0,4.936,0,35.9,1.6,1,80.0,30.0,2,0.8,2.0,12,1,-1.4,8.4,1
2024-09-17T15:39:00,0.0,35.9,20.0,4.717,0,23.2,20.7,1,80.0,30.0,2,0.8,2.0,15,1,0.0,8.4,1
2024-09-17T18:39:00,0.0,23.2,44.3,1.587,0,20.2,17.7,1,80.0,30.0,2,0.8,2.0,18,1,0.0,8.4,1
2024-09-17T21:39:00,0.0,20.2,43.9,1.325,0,16.3,15.4,1,80.0,30.0,2,0.8,2.0,21,0,0.0,8.4,1
2024-09-18T00:39:00,0.0,16.3,50.5,0.919,0,20.5,18.2,1,80.0,30.0,2,0.8,2.0,0,0,0.0,0.7,1
2024-09-18T03:39:00,0.0,20.5,44.9,1.326,0,25.7,4.3,1,80.0,30.0,2,0.8,2.0,3,0,0.0,0.0,1
2024-09-18T06:39:00,0.0,25.7,44.3,1.842,0,30.4,0.1,1,80.0,30.0,2,0.8,2.0,6,1,0.0,0.0,1
2024-09-18T09:39:00,0.0,30.4,29.5,3.058,0,36.9,12.9,1,80.0,30.0,2,0.8,2.0,9,1,0.0,0.0,1
2024-09-18T12:39:00,0.0,36.9,30.5,4.35,0,36.0,3.9,1,80.0,30.0,2,0.8,2.0,12,1,0.0,0.0,1
2024-09-18T15:39:00,0.0,36.0,25.5,4.433,0,26.2,17.6,1,80.0,30.0,2,0.8,2.0,15,1,0.0,0.0,1
2024-09-18T18:39:00,0.0,26.2,46.1,1.834,85,20.7,1.8,1,80.0,30.0,2,0.8,2.0,18,1,0.0,0.0,1
2024-09-18T21:39:00,0.0,20.7,55.5,1.085,70,15.0,14.4,1,80.0,30.0,2,0.8,2.0,21,0,0.0,0.0,1
2024-09-19T00:39:00,0.0,15.0,58.7,0.704,55,21.9,9.5,1,80.0,30.0,2,0.8,2.0,0,0,0.0,0.0,1
2024-09-19T03:39:00,0.0,21.9,52.2,1.254,40,23.5,20.3,1,80.0,30.0,2,0.8,2.0,3,0,0.0,0.0,1
2024-09-19T06:39:00,36.16,23.5,36.2,1.847,70,31.6,20.7,1,80.0,30.0,2,0.8,2.0,6,1,12.053,6.03,0
2024-09-19T09:39:00,1.1,31.6,24.6,3.496,55,34.3,17.2,1,80.0,30.0,2,0.8,2.0,9,1,-11.688,6.21,1
2024-09-19T12:39:00,0.0,42.5,10.0,7.569,40,32.8,16.7,1,80.0,30.0,2,0.8,2.0,12,1,-0.365,6.21,1
2024-09-19T15:39:00,39.72,32.8,34.5,3.252,85,25.2,4.3,1,80.0,30.0,2,0.8,2.0,15,1,13.239,12.83,0
2024-09-19T18:39:00,21.36,25.2,48.9,1.64,70,16.5,10.7,1,80.0,30.0,2,0.8,2.0,18,1,-6.12,16.39,0
2024-09-19T21:39:00,10.01,16.5,54.3,0.861,55,15.0,13.2,1,80.0,30.0,2,0.8,2.0,21,0,-3.782,18.06,1
2024-09-20T00:39:00,1.69,15.0,69.3,0.525,40,17.4,10.5,1,80.0,30.0,2,0.8,2.0,0,0,-2.774,12.31,1
2024-09-20T03:39:00,15.0,17.4,51.8,0.959,70,27.4,16.1,1,80.0,30.0,2,0.8,2.0,3,0,4.438,14.63,1
2024-09-20T06:39:00,0.0,27.4,36.9,2.303,55,30.8,16.5,1,80.0,30.0,2,0.8,2.0,6,1,-5.001,14.63,1
2024-09-20T09:39:00,89.15,30.8,36.4,2.821,40,36.3,65.3,1,80.0,30.0,2,0.8,2.0,9,1,29.715,22.87,0
2024-09-20T12:39:00,100.0,36.3,24.1,4.586,85,34.4,10.4,1,80.0,30.0,2,0.8,2.0,12,1,3.618,35.97,0
2024-09-20T15:39:00,57.23,34.4,20.0,4.352,70,27.1,5.4,1,80.0,30.0,2,0.8,2.0,15,1,-14.257,43.84,0
2024-09-20T18:39:00,36.2,27.1,45.9,1.936,55,21.4,17.2,1,80.0,30.0,2,0.8,2.0,18,1,-7.009,49.6,0
2024-09-20T21:39:00,22.89,21.4,57.8,1.08,40,18.1,5.1,1,80.0,30.0,2,0.8,2.0,21,0,-4.439,50.91,0
2024-09-21T00:39:00,46.41,18.1,53.0,0.978,40,19.4,6.3,1,80.0,30.0,2,0.8,2.0,0,0,7.842,58.65,0
2024-09-21T03:39:00,42.53,19.4,56.6,0.977,0,25.8,14.7,1,80.0,30.0,2,0.8,2.0,3,0,-1.295,50.88,0
2024-09-21T06:39:00,23.79,25.8,49.3,1.682,0,33.2,12.5,1,80.0,30.0,2,0.8,2.0,6,1,-6.245,38.17,0
2024-09-21T09:39:00,0.0,33.2,20.0,4.068,0,33.9,10.7,1,80.0,30.0,2,0.8,2.0,9,1,-7.93,28.64,1
2024-09-21T12:39:00,50.72,33.9,20.0,4.231,0,35.2,52.2,1,80.0,30.0,2,0.8,2.0,12,1,16.907,31.06,1
2024-09-21T15:39:00,12.89,35.2,32.9,3.804,0,27.8,7.8,1,80.0,30.0,2,0.8,2.0,15,1,-12.612,29.39,1
2024-09-21T18:39:00,0.0,27.8,35.5,2.404,0,17.7,12.2,1,80.0,30.0,2,0.8,2.0,18,1,-4.296,21.65,1
2024-09-21T21:39:00,0.0,17.7,50.6,1.001,85,13.8,10.8,1,80.0,30.0,2,0.8,2.0,21,0,0.0,14.57,1
2024-09-22T00:39:00,0.0,13.8,55.7,0.701,70,21.2,11.6,1,80.0,30.0,2,0.8,2.0,0,0,0.0,10.6,1
2024-09-22T03:39:00,0.0,21.2,42.2,1.453,55,26.5,11.7,1,80.0,30.0,2,0.8,2.0,3,0,0.0,10.6,1
2024-09-22T06:39:00,0.0,26.5,35.1,2.251,40,34.5,10.2,1,80.0,30.0,2,0.8,2.0,6,1,0.0,2.15,1
2024-09-22T09:39:00,0.0,40.3,10.0,6.748,55,35.4,8.2,1,80.0,30.0,2,0.8,2.0,9,1,0.0,0.0,1
2024-09-22T12:39:00,0.0,35.4,20.0,4.595,40,32.8,10.4,1,80.0,30.0,2,0.8,2.0,12,1,0.0,0.0,1
2024-09-22T15:39:00,14.06,32.8,35.0,3.232,0,27.1,0.7,1,80.0,30.0,2,0.8,2.0,15,1,4.686,2.34,1
2024-09-22T18:39:00,0.0,27.1,45.0,1.973,0,16.3,5.2,1,80.0,30.0,2,0.8,2.0,18,1,-4.686,2.34,1
2024-09-22T21:39:00,0.0,16.3,53.0,0.873,0,14.3,3.2,1,80.0,30.0,2,0.8,2.0,21,0,0.0,2.34,1
2024-09-23T00:39:00,0.0,14.3,63.0,0.604,0,16.2,4.6,1,80.0,30.0,2,0.8,2.0,0,0,0.0,2.34,1
2024-09-23T03:39:00,0.0,16.2,60.6,0.727,0,27.6,11.5,1,80.0,30.0,2,0.8,2.0,3,0,0.0,2.34,1
2024-09-23T06:39:00,0.0,27.6,25.8,2.732,0,32.8,3.6,1,80.0,30.0,2,0.8,2.0,6,1,0.0,2.34,1
2024-09-23T09:39:00,0.0,32.8,35.1,3.231,0,37.8,11.0,1,80.0,30.0,2,0.8,2.0,9,1,0.0,0.0,1
2024-09-23T12:39:00,0.0,37.8,26.4,4.827,0,32.8,8.8,1,80.0,30.0,2,0.8,2.0,12,1,0.0,0.0,1
2024-09-23T15:39:00,0.0,32.8,20.0,3.983,0,25.9,6.9,1,80.0,30.0,2,0.8,2.0,15,1,0.0,0.0,1
2024-09-23T18:39:00,0.0,25.9,35.2,2.171,0,20.1,2.6,1,80.0,30.0,2,0.8,2.0,18,1,0.0,0.0,1
2024-09-23T21:39:00,0.0,20.1,50.7,1.159,85,19.0,12.0,1,80.0,30.0,2,0.8,2.0,21,0,0.0,0.0,1
2024-09-24T00:39:00,0.0,19.0,55.2,0.983,70,17.5,7.7,1,80.0,30.0,2,0.8,2.0,0,0,0.0,0.0,1
2024-09-24T03:39:00,0.0,17.5,46.3,1.073,55,24.3,18.7,1,80.0,30.0,2,0.8,2.0,3,0,0.0,0.0,1
2024-09-24T06:39:00,0.0,24.3,45.6,1.655,40,32.3,17.7,1,80.0,30.0,2,0.8,2.0,6,1,0.0,0.0,1
2024-09-24T09:39:00,0.0,32.3,34.6,3.161,0,35.8,15.8,1,80.0,30.0,2,0.8,2.0,9,1,0.0,0.0,1
2024-09-24T12:39:00,0.0,35.8,24.2,4.453,0,31.7,8.1,1,80.0,30.0,2,0.8,2.0,12,1,0.0,0.0,1
2024-09-24T15:39:00,0.0,31.7,20.0,3.743,0,23.0,1.5,1,80.0,30.0,2,0.8,2.0,15,1,0.0,0.0,1
2024-09-24T18:39:00,0.0,23.0,37.4,1.762,0,20.4,5.1,1,80.0,30.0,2,0.8,2.0,18,1,0.0,0.0,1
2024-09-24T21:39:00,0.0,20.4,52.0,1.148,0,16.6,4.1,1,80.0,30.0,2,0.8,2.0,21,0,0.0,0.0,1
2024-09-25T00:39:00,0.0,16.6,52.5,0.897,0,18.7,19.3,1,80.0,30.0,2,0.8,2.0,0,0,0.0,0.0,1
2024-09-25T03:39:00,0.0,18.7,55.1,0.97,0,25.8,15.0,1,80.0,30.0,2,0.8,2.0,3,0,0.0,0.0,1
2024-09-25T06:39:00,0.0,25.8,46.1,1.788,85,32.5,8.3,1,80.0,30.0,2,0.8,2.0,6,1,0.0,0.0,1
2024-09-25T09:39:00,0.0,32.5,27.9,3.535,70,33.2,2.3,1,80.0,30.0,2,0.8,2.0,9,1,0.0,0.0,1
2024-09-25T12:39:00,0.0,33.2,21.5,4.002,55,30.4,2.8,1,80.0,30.0,2,0.8,2.0,12,1,0.0,0.0,1
2024-09-25T15:39:00,0.0,30.4,21.3,3.425,40,27.0,17.3,1,80.0,30.0,2,0.8,2.0,15,1,0.0,0.0,1
2024-09-25T18:39:00,41.34,27.0,35.4,2.302,0,16.0,4.6,1,80.0,30.0,2,0.8,2.0,18,1,13.779,6.89,1
2024-09-25T21:39:00,29.71,16.0,51.0,0.891,0,13.0,0.6,1,80.0,30.0,2,0.8,2.0,21,0,-3.874,11.84,0
2024-09-26T00:39:00,22.49,13.0,73.1,0.403,0,19.2,5.3,1,80.0,30.0,2,0.8,2.0,0,0,-2.409,15.59,0
2024-09-26T03:39:00,7.83,19.2,44.9,1.229,0,25.0,14.7,1,80.0,30.0,2,0.8,2.0,3,0,-4.886,16.89,1
2024-09-26T06:39:00,0.0,25.0,46.3,1.702,0,34.8,8.9,1,80.0,30.0,2,0.8,2.0,6,1,-2.61,16.89,1
2024-09-26T09:39:00,0.0,34.8,20.0,4.458,0,37.9,14.4,1,80.0,30.0,2,0.8,2.0,9,1,0.0,16.89,1
2024-09-26T12:39:00,0.0,37.9,20.0,5.262,0,35.9,4.3,1,80.0,30.0,2,0.8,2.0,12,1,0.0,10.0,1
2024-09-26T15:39:00,0.0,35.9,24.1,4.494,0,26.1,2.9,1,80.0,30.0,2,0.8,2.0,15,1,0.0,5.05,1
2024-09-26T18:39:00,0.0,26.1,33.4,2.252,0,20.5,6.7,1,80.0,30.0,2,0.8,2.0,18,1,0.0,1.3,1
2024-09-26T21:39:00,0.0,20.5,36.9,1.527,0,15.4,7.4,1,80.0,30.0,2,0.8,2.0,21,0,0.0,0.0,1
2024-09-27T00:39:00,0.0,15.4,55.3,0.781,0,18.3,4.4,1,80.0,30.0,2,0.8,2.0,0,0,0.0,0.0,1
2024-09-27T03:39:00,0.0,18.3,46.9,1.114,0,28.9,11.1,1,80.0,30.0,2,0.8,2.0,3,0,0.0,0.0,1
2024-09-27T06:39:00,0.0,28.9,27.6,2.889,85,31.8,7.2,1,80.0,30.0,2,0.8,2.0,6,1,0.0,0.0,1
2024-09-27T09:39:00,0.0,31.8,31.9,3.207,70,35.8,7.6,1,80.0,30.0,2,0.8,2.0,9,1,0.0,0.0,1
2024-09-27T12:39:00,0.0,35.8,29.0,4.169,55,33.4,12.6,1,80.0,30.0,2,0.8,2.0,12,1,0.0,0.0,1
2024-09-27T15:39:00,0.0,33.4,29.5,3.629,40,27.5,7.7,1,80.0,30.0,2,0.8,2.0,15,1,0.0,0.0,0
2024-09-27T18:39:00,45.69,27.5,30.3,2.564,55,16.3,1.8,1,80.0,30.0,2,0.8,2.0,18,1,15.231,7.62,0
2024-09-27T21:39:00,35.67,16.3,61.5,0.713,40,16.9,21.1,1,80.0,30.0,2,0.8,2.0,21,0,-3.34,13.56,0
2024-09-28T00:39:00,60.96,16.9,49.2,0.976,0,19.0,6.4,1,80.0,30.0,2,0.8,2.0,0,0,8.428,23.72,0
2024-09-28T03:39:00,48.01,19.0,39.1,1.338,0,26.7,18.7,1,80.0,30.0,2,0.8,2.0,3,0,-4.316,31.72,0
2024-09-28T06:39:00,24.46,26.7,36.6,2.217,0,32.0,7.9,1,80.0,30.0,2,0.8,2.0,6,1,-7.851,35.8,1
2024-09-28T09:39:00,0.0,32.0,24.7,3.578,0,38.8,3.5,1,80.0,30.0,2,0.8,2.0,9,1,-8.152,35.8,1
2024-09-28T12:39:00,0.0,38.8,20.0,5.525,0,35.6,14.0,1,80.0,30.0,2,0.8,2.0,12,1,0.0,28.18,1
2024-09-28T15:39:00,0.0,35.6,20.0,4.656,85,28.0,20.8,1,80.0,30.0,2,0.8,2.0,15,1,0.0,22.24,1
2024-09-28T18:39:00,0.0,28.0,26.4,2.788,70,20.5,9.5,1,80.0,30.0,2,0.8,2.0,18,1,0.0,12.08,1
2024-09-28T21:39:00,0.0,20.5,46.4,1.289,55,13.2,0.8,1,80.0,30.0,2,0.8,2.0,21,0,0.0,4.08,1
2024-09-29T00:39:00,0.0,13.2,63.3,0.556,40,17.1,17.0,1,80.0,30.0,2,0.8,2.0,0,0,0.0,0.0,1
2024-09-29T03:39:00,3.8,22.5,38.5,1.671,70,25.7,1.7,1,80.0,30.0,2,0.8,2.0,3,0,1.267,0.63,1
2024-09-29T06:39:00,0.0,25.7,44.6,1.829,55,32.8,16.3,1,80.0,30.0,2,0.8,2.0,6,1,-1.267,0.63,1
2024-09-29T09:39:00,0.0,32.8,25.2,3.715,40,37.2,3.8,1,80.0,30.0,2,0.8,2.0,9,1,0.0,0.63,1
2024-09-29T12:39:00,0.0,37.2,20.0,5.064,0,31.1,16.1,1,80.0,30.0,2,0.8,2.0,12,1,0.0,0.63,1
2024-09-29T15:39:00,0.0,31.1,21.4,3.559,0,26.5,3.4,1,80.0,30.0,2,0.8,2.0,15,1,0.0,0.63,1
2024-09-29T18:39:00,0.0,26.5,44.5,1.925,0,16.8,12.6,1,80.0,30.0,2,0.8,2.0,18,1,0.0,0.63,1
2024-09-29T21:39:00,0.0,16.8,64.8,0.675,0,18.2,11.0,1,80.0,30.0,2,0.8,2.0,21,0,0.0,0.0,1
2024-09-30T00:39:00,0.0,18.2,54.5,0.95,85,17.3,15.4,1,80.0,30.0,2,0.8,2.0,0,0,0.0,0.0,1
2024-09-30T03:39:00,0.0,17.3,63.6,0.718,70,25.9,8.9,1,80.0,30.0,2,0.8,2.0,3,0,0.0,0.0,1
2024-09-30T06:39:00,0.0,25.9,36.2,2.134,55,33.7,19.8,1,80.0,30.0,2,0.8,2.0,6,1,0.0,0.0,1
2024-09-30T09:39:00,0.0,33.7,34.9,3.415,40,38.9,15.4,1,80.0,30.0,2,0.8,2.0,9,1,0.0,0.0,1
2024-09-30T12:39:00,0.0,38.9,20.0,5.557,0,35.5,18.0,1,80.0,30.0,2,0.8,2.0,12,1,0.0,0.0,1
2024-09-30T15:39:00,0.0,35.5,20.3,4.593,0,27.0,15.8,1,80.0,30.0,2,0.8,2.0,15,1,0.0,0.0,1
2024-09-30T18:39:00,0.0,27.0,29.0,2.536,0,18.8,4.1,1,80.0,30.0,2,0.8,2.0,18,1,0.0,0.0,1
2024-09-30T21:39:00,0.0,18.8,45.5,1.184,0,13.4,1.6,1,80.0,30.0,2,0.8,2.0,21,0,0.0,0.0,1
2024-10-01T00:39:00,0.0,13.4,68.5,0.483,0,19.8,1.5,1,80.0,30.0,2,0.8,2.0,0,0,0.0,0.0,1
2024-10-01T03:39:00,0.0,19.8,41.3,1.357,0,24.5,7.7,1,80.0,30.0,2,0.8,2.0,3,0,0.0,0.0,1
2024-10-01T06:39:00,0.0,24.5,47.1,1.625,0,31.9,15.2,1,80.0,30.0,2,0.8,2.0,6,1,0.0,0.0,1
2024-10-01T09:39:00,0.0,31.9,32.2,3.207,0,37.0,8.3,1,80.0,30.0,2,0.8,2.0,9,1,0.0,0.0,1
2024-10-01T12:39:00,0.0,37.0,25.5,4.681,0,32.5,11.9,1,80.0,30.0,2,0.8,2.0,12,1,0.0,0.0,1
2024-10-01T15:39:00,0.0,32.5,34.0,3.23,0,25.4,10.3,1,80.0,30.0,2,0.8,2.0,15,1,0.0,0.0,1
